Date,Open,High,Low,Close,Adj Close,Volume
7/14/2022,110.210503,111.093002,108.373001,110.3675,110.3675,37004000
7/15/2022,112.000504,113.140503,110.900002,111.777496,111.777496,46770000
7/18/2022,112.639999,113.68,108.370003,109.029999,109.029999,43164600
7/19/2022,110.849998,114.019997,109.559998,113.809998,113.809998,36530900
7/20/2022,113.169998,115.400002,112.480003,113.900002,113.900002,35600400
7/21/2022,114.279999,114.550003,111.110001,114.339996,114.339996,32676200
7/22/2022,111,112.339996,106.5,107.900002,107.900002,48901200
7/25/2022,108.410004,109.870003,106.300003,107.510002,107.510002,34690900
7/26/2022,106.599998,107.199997,104.07,105.019997,105.019997,47991000
7/27/2022,109.260002,113.910004,108.010002,113.059998,113.059998,59858500
7/28/2022,112.370003,114.339996,111.459999,114.220001,114.220001,32816600
7/29/2022,113.080002,116.709999,113.059998,116.32,116.32,37223400
8/1/2022,115.300003,116.720001,114.339996,114.860001,114.860001,26034300
8/2/2022,114,116.349998,113.720001,115.129997,115.129997,20236000
8/3/2022,115.709999,118.620003,115.480003,118.080002,118.080002,28499000
8/4/2022,117.480003,118.779999,116.889999,118.190002,118.190002,21602900
8/5/2022,116.230003,118.110001,116,117.470001,117.470001,19159500
8/8/2022,118.389999,120.150002,116.879997,117.300003,117.300003,19138300
8/9/2022,117.139999,117.32,115.709999,116.629997,116.629997,19086500
8/10/2022,118.779999,120.919998,118.410004,119.699997,119.699997,30930400
8/11/2022,121.279999,121.489998,118.559998,118.839996,118.839996,24293700
8/12/2022,120.260002,121.68,119.459999,121.68,121.68,19096300
8/15/2022,121.129997,122.300003,120.610001,122.080002,122.080002,19494800
8/16/2022,121.519997,122.43,120.639999,121.699997,121.699997,19041200
8/17/2022,120.120003,121.290001,119.379997,119.550003,119.550003,22847000
8/18/2022,119.43,120.82,118.720001,120.169998,120.169998,17987700
8/19/2022,119.059998,119.150002,116.760002,117.209999,117.209999,21809500
8/22/2022,115.199997,115.629997,113.849998,114.239998,114.239998,21456600
8/23/2022,113.480003,115.010002,113.43,113.860001,113.860001,15870400
8/24/2022,113.5,114.779999,112.870003,113.690002,113.690002,17734600
8/25/2022,114.239998,116.720001,114.110001,116.650002,116.650002,16956800
8/26/2022,114.720001,115.120003,110.190002,110.339996,110.339996,37245700
8/29/2022,109.989998,110.949997,108.800003,109.419998,109.419998,21191200
8/30/2022,110.169998,110.5,107.800003,108.940002,108.940002,27513300
8/31/2022,110.650002,110.849998,108.129997,108.220001,108.220001,28627000
9/1/2022,108.279999,110.449997,107.360001,109.739998,109.739998,28360900
9/2/2022,110.589996,110.739998,107.260002,107.849998,107.849998,24160700
9/6/2022,107.300003,108.029999,105.779999,106.809998,106.809998,25068300
9/7/2022,107.059998,109.980003,106.900002,109.449997,109.449997,23167000
9/8/2022,108.040001,109.599998,107.160004,108.379997,108.379997,24238300
9/9/2022,109.07,110.989998,109.019997,110.650002,110.650002,23197700
9/12/2022,110.989998,111.620003,109.93,110.860001,110.860001,22966800
9/13/2022,107.800003,108.300003,104.089996,104.32,104.32,38172900
9/14/2022,104.57,105.279999,103.660004,105,105,26395100
9/15/2022,104.029999,105.269997,102.349998,102.910004,102.910004,34188300
9/16/2022,102.07,103.129997,100.940002,102.800003,102.800003,42797200
9/19/2022,101.75,103.330002,101.550003,103.07,103.07,23036800
9/20/2022,102.080002,102.370003,100.519997,101.139999,101.139999,26517100
9/21/2022,101.669998,102.879997,99.269997,99.279999,99.279999,31487300
9/22/2022,98.82,101.239998,98.790001,100.139999,100.139999,34298600
9/23/2022,99.629997,99.660004,97.470001,98.739998,98.739998,31625400
9/26/2022,98.099998,99.879997,97.800003,98.169998,98.169998,27072700
9/27/2022,99.43,100,96.870003,97.5,97.5,30072800
9/28/2022,97.650002,100.699997,97.110001,100.050003,100.050003,32466300
9/29/2022,98.639999,98.639999,95.959999,97.419998,97.419998,31047200
9/30/2022,97.050003,98.900002,95.559998,95.650002,95.650002,32941500
10/3/2022,96.760002,99.290001,96.519997,98.639999,98.639999,27982000
10/4/2022,100.440002,101.839996,100.379997,101.639999,101.639999,28850800
10/5/2022,99.830002,101.93,98.800003,101.43,101.43,22176900
10/6/2022,100.68,102.93,100.589996,101.419998,101.419998,22324000
10/7/2022,99.849998,100.529999,98.300003,98.68,98.68,27502800
10/10/2022,99,99.099998,97.010002,97.860001,97.860001,18225100
10/11/2022,97.43,99.25,96.309998,97.18,97.18,26507100
10/12/2022,97.300003,98.75,96.739998,97.559998,97.559998,21876400
10/13/2022,95.150002,99.779999,94.379997,99.059998,99.059998,34574500
10/14/2022,99.989998,100.690002,96.370003,96.559998,96.559998,25410700
10/17/2022,98.860001,100.93,98.830002,99.970001,99.970001,28419200
10/18/2022,103.129997,103.470001,99.970001,100.769997,100.769997,24060700
10/19/2022,100.010002,101.019997,98.919998,99.629997,99.629997,23811100
10/20/2022,100,102.32,99.389999,99.970001,99.970001,25323200
10/21/2022,97.849998,101.309998,97.720001,101.129997,101.129997,32458700
10/24/2022,101.800003,102.75,99.980003,102.519997,102.519997,27176400
10/25/2022,102.900002,104.82,102.720001,104.480003,104.480003,40611400
10/26/2022,96.43,98.309998,94.690002,94.93,94.93,88114100
10/27/2022,94.519997,95.43,91.800003,92.220001,92.220001,60710900
10/28/2022,92.269997,96.550003,92.129997,96.290001,96.290001,43697300
10/31/2022,95.419998,96.029999,93.980003,94.510002,94.510002,31675000
11/1/2022,95.449997,96.029999,90.370003,90.470001,90.470001,47161400
11/2/2022,90.940002,91.18,86.879997,86.970001,86.970001,57038300
11/3/2022,86.32,86.519997,83.339996,83.43,83.43,61288000
11/4/2022,85.400002,86.639999,83.709999,86.580002,86.580002,51124900
11/7/2022,87.279999,88.900002,86.849998,88.489998,88.489998,34078900
11/8/2022,88.900002,90.32,87.589996,88.900002,88.900002,30429000
11/9/2022,88.449997,89.440002,87.279999,87.32,87.32,31769100
11/10/2022,92.25,94.389999,91.610001,93.940002,93.940002,51620100
11/11/2022,94.690002,96.93,93.919998,96.410004,96.410004,33090500
11/14/2022,95.089996,96.790001,94.510002,95.699997,95.699997,30179500
11/15/2022,98.260002,100.139999,96.709999,98.440002,98.440002,41640800
11/16/2022,97.900002,99.639999,97.639999,98.849998,98.849998,29105200
11/17/2022,96.970001,99.279999,96.790001,98.360001,98.360001,26052600
11/18/2022,98.769997,98.900002,96.370003,97.43,97.43,28342300
11/21/2022,97.290001,98.400002,95.360001,95.599998,95.599998,21647400
11/22/2022,95.949997,97.220001,94.050003,97.050003,97.050003,23438500
11/23/2022,97.089996,98.760002,97.089996,98.459999,98.459999,18868100
11/25/2022,98.239998,98.639999,97.400002,97.459999,97.459999,9701400
11/28/2022,97.040001,97.580002,95.610001,96.050003,96.050003,26237500
11/29/2022,95.730003,96.120003,94.110001,95.190002,95.190002,20061700
11/30/2022,94.82,101.040001,94.419998,100.989998,100.989998,43647500
12/1/2022,101.019997,102.25,100.25,100.989998,100.989998,28687100
12/2/2022,99.050003,100.769997,98.900002,100.440002,100.440002,21480700
12/5/2022,99.400002,101.379997,99,99.480003,99.480003,24405100
12/6/2022,99.300003,99.779999,96.419998,96.980003,96.980003,24910700
12/7/2022,96.410004,96.879997,94.720001,94.940002,94.940002,31045400
12/8/2022,95.379997,95.580002,93.449997,93.709999,93.709999,32213300
12/9/2022,93.769997,94.260002,92.75,92.830002,92.830002,28225400
12/12/2022,92.709999,93.559998,91.610001,93.309998,93.309998,29420000
12/13/2022,97.760002,99.529999,95.029999,95.629997,95.629997,40593700
12/14/2022,95.199997,96.870003,93.599998,95.07,95.07,28733600
12/15/2022,93.129997,93.639999,90.010002,90.860001,90.860001,40107000
12/16/2022,90.760002,91.330002,89.519997,90.260002,90.260002,58011800
12/19/2022,90.260002,90.559998,88.209999,88.440002,88.440002,29493000
12/20/2022,88.110001,89.18,87.440002,89.019997,89.019997,23453800
12/21/2022,89.080002,90.220001,88.32,89.580002,89.580002,24745600
12/22/2022,88.160004,88.540001,86.32,87.760002,87.760002,27658300
12/23/2022,87.110001,89.550003,87.07,89.230003,89.230003,23003000
12/27/2022,88.800003,88.940002,87.010002,87.389999,87.389999,20097300
12/28/2022,86.980003,88.040001,85.940002,86.019997,86.019997,19523200
12/29/2022,86.620003,88.849998,86.610001,88.449997,88.449997,23333500
12/30/2022,86.980003,88.300003,86.57,88.230003,88.230003,23986300
1/3/2023,89.589996,91.050003,88.519997,89.120003,89.120003,28131200
1/4/2023,90.349998,90.650002,87.269997,88.080002,88.080002,34854800
1/5/2023,87.470001,87.57,85.900002,86.199997,86.199997,27194400
1/6/2023,86.790001,87.690002,84.860001,87.339996,87.339996,41381500
1/9/2023,88.360001,90.050003,87.860001,88.019997,88.019997,29003900
1/10/2023,85.980003,88.669998,85.830002,88.419998,88.419998,30467800
1/11/2023,89.18,91.599998,89.010002,91.519997,91.519997,26862000
1/12/2023,91.480003,91.870003,89.75,91.129997,91.129997,30258100
1/13/2023,90.849998,92.190002,90.129997,92.120003,92.120003,26329200
1/17/2023,92.059998,92.25,90.050003,91.290001,91.290001,32602400
1/18/2023,92.139999,92.800003,90.639999,91.120003,91.120003,29116700
1/19/2023,90.720001,93.610001,90.629997,93.050003,93.050003,37000400
1/20/2023,95.099998,98.300003,95.019997,98.019997,98.019997,63191100
1/23/2023,97.949997,100.040001,97.5,99.790001,99.790001,40005100
1/24/2023,98.099998,99.610001,97.199997,97.699997,97.699997,33078500
1/25/2023,95.57,96.160004,93.760002,95.220001,95.220001,42330000
1/26/2023,96.5,97.57,95.379997,97.519997,97.519997,30114000
1/27/2023,97.309998,100.32,97.309998,99.370003,99.370003,33879800
1/30/2023,97.480003,98.290001,96.400002,96.940002,96.940002,27226200
1/31/2023,96.870003,98.879997,96.82,98.839996,98.839996,29870700
2/1/2023,98.709999,101.190002,97.580002,100.43,100.43,35531100
2/2/2023,105.800003,107.849998,105.610001,107.739998,107.739998,69883800
2/3/2023,102.93,107.809998,102.580002,104.779999,104.779999,65309300
2/6/2023,102.400002,104.360001,101.879997,102.900002,102.900002,31999600
2/7/2023,103.220001,108.18,103.120003,107.639999,107.639999,49010200
2/8/2023,102.050003,103.139999,98.040001,99.370003,99.370003,94743500
2/9/2023,100,100.029999,93.629997,95.010002,95.010002,119455000
2/10/2023,95.449997,96.75,94.25,94.57,94.57,54980700
2/13/2023,94.739998,95.199997,93.839996,94.610001,94.610001,50076100
2/14/2023,94.43,94.849998,92.260002,94.68,94.68,54726100
2/15/2023,94.489998,97.120003,94.150002,96.940002,96.940002,50169000
2/16/2023,95.370003,97.68,94.739998,95.510002,95.510002,42462600
2/17/2023,94.849998,95.559998,93.209999,94.349998,94.349998,34284100
2/21/2023,93,93.099998,91.720001,91.790001,91.790001,33629300
2/22/2023,91.699997,92.110001,90.610001,91.650002,91.650002,30884000
2/23/2023,91.919998,91.940002,89.760002,90.889999,90.889999,41206400
2/24/2023,89.440002,89.889999,88.580002,89.129997,89.129997,36585100
2/27/2023,89.870003,90.160004,89.339996,89.870003,89.870003,27502300
2/28/2023,89.330002,91.230003,89.32,90.059998,90.059998,30142000
3/1/2023,89.980003,91.029999,89.669998,90.360001,90.360001,31111200
3/2/2023,89.660004,92.279999,89.589996,92,92,32204400
3/3/2023,92.480003,93.730003,92.449997,93.650002,93.650002,35160100
3/6/2023,94.019997,95.970001,94,95.129997,95.129997,32639300
3/7/2023,94.980003,95.669998,93.529999,93.860001,93.860001,27835500
3/8/2023,94.120003,95.959999,94,94.25,94.25,34103300
3/9/2023,94.050003,95.529999,91.900002,92.32,92.32,28813500
3/10/2023,92.169998,92.790001,90.400002,90.629997,90.629997,35941000
3/13/2023,90.089996,92.57,89.419998,91.110001,91.110001,37335600
3/14/2023,92.559998,94.360001,92.440002,93.970001,93.970001,36050200
3/15/2023,93.220001,96.93,92.639999,96.110001,96.110001,50622100
3/16/2023,96.199997,101.190002,95.5,100.32,100.32,65492000
3/17/2023,100.260002,102.839996,100.099998,101.620003,101.620003,61028500
3/20/2023,100.120003,101.75,99.870003,101.220001,101.220001,32960400
3/21/2023,101.25,105.099998,101.220001,104.919998,104.919998,42110300
